0.565981 0.844905
0.675158 0.878742
0.417672 0.812721
0.549029 0.906494
0.610477 0.636794
0.75877 0.625429
0.0640917 0.564983
0.0229654 0.758264
0.450846 1.15841
0.0163001 0.64297
0.483112 0.743153
0.654957 0.716809
0.229451 0.854964
0.10978 0.410009
0.862445 0.893108
0.610434 0.452845
0.262687 0.715838
0.604524 0.911924
0.607431 0.872888
0.23624 0.856158
0.883967 0.945213
0.0320635 0.450005
0.920405 0.628591
0.670731 0.49846
0.217542 0.321644
0.399591 1.03862
0.0244641 0.524444
0.0846255 1.08727
0.413857 0.972421
0.821803 0.69154
0.00548444 0.608735
0.619042 0.644863
0.656794 1.0631
0.202718 0.508381
0.127632 0.412589
0.895278 0.970858
0.847168 0.614301
0.650111 0.670229
0.825613 1.12785
0.455135 0.413102
0.00823602 0.968923
0.660174 0.710049
0.849467 0.507639
0.166948 0.682515
0.554095 0.536471
0.757504 0.790319
0.505239 0.506898
0.491548 0.672778
0.377468 0.783867
0.569365 1.10226
0.0428102 0.390369
0.049244 0.360041
0.828862 0.966963
0.945319 0.804778
0.16679 0.482823
0.765037 0.994087
0.546465 0.633825
0.692959 0.910264
0.109427 0.587773
0.249978 0.764874
0.304801 0.652915
0.0414136 0.169016
0.407348 0.708973
0.412661 0.784828
0.7269 0.561462
0.625278 0.554504
0.318423 0.605092
0.758233 1.02698
0.149746 0.39057
0.880232 0.872814
0.832848 0.564763
0.811608 0.715609
0.791181 0.832534
0.989461 0.937202
0.368986 1.06836
0.89736 0.749633
0.376447 0.758067
0.492032 1.11207
0.0224691 0.478486
0.421869 0.901894
0.692667 0.827808
0.320972 0.587234
0.360432 0.672127
0.348717 0.938953
0.270645 0.620623
0.731124 0.610646
0.101279 0.402203
0.88547 1.22281
0.310423 0.748365
0.720245 0.627524
0.128385 1.02888
0.526596 0.671488
0.927846 0.929622
0.432569 0.774212
0.739664 0.952433
0.0300422 0.844537
0.467942 0.853864
0.396454 0.858072
0.59358 0.754406
0.991931 0.922758
