0.821754 1.07045
1.41577 0.615633
1.41036 0.301188
0.714073 1.45819
0.550093 2.49705
1.4629 0.383701
0.670026 1.55893
1.2225 0.486414
0.70736 1.87556
1.45606 0.246573
1.40275 0.55638
1.26161 0.495865
0.637014 1.87601
0.751214 1.28695
0.988436 0.924272
0.973364 1.15266
0.71447 1.60114
0.83352 0.960269
0.58837 2.34229
0.63333 2.30339
0.729946 1.60759
0.557044 2.4535
1.15429 0.682093
1.04071 0.813986
0.957343 0.805015
1.48449 0.139061
0.729765 1.83482
0.839449 1.39084
0.530717 3.09918
1.40395 0.438594
1.36742 0.237371
1.42282 0.334846
1.46687 0.226492
1.03501 0.685924
0.988576 0.479007
1.26559 0.588388
1.25296 0.417449
0.828524 1.36009
0.649563 2.02325
1.34354 0.668326
1.04069 0.99886
0.933928 1.0359
0.669545 2.1071
0.859133 0.919831
0.898241 0.970975
1.32474 0.496274
0.703008 1.17807
0.955451 0.510234
1.23079 0.577462
0.631898 2.1742
1.24083 0.258149
0.582272 2.39087
0.780687 1.03103
1.34462 0.148182
1.25562 0.424844
0.633458 1.9613
0.619828 2.02423
0.773037 1.25431
0.568538 2.5124
0.590538 2.41573
0.878737 1.02931
0.824802 0.911889
0.999493 0.651364
0.981509 0.91101
0.842721 1.2823
1.30471 0.510719
1.05876 0.676735
1.25216 0.423518
1.29105 0.567822
1.08399 1.10981
0.693345 1.84012
0.585689 2.21714
1.37428 0.255773
0.862217 0.925378
1.44045 0.322398
1.04949 0.640119
0.585279 2.23142
0.771975 1.79256
0.780464 1.28472
1.19318 0.551855
0.858418 0.918218
0.880423 0.776808
1.40364 0.591678
1.36641 0.637935
1.41843 0.531279
0.608081 2.28365
1.07261 0.535315
0.823581 1.21409
1.47888 0.622779
1.10059 0.847154
1.01442 1.05497
1.27926 0.879495
0.992138 0.660661
0.921805 0.777839
1.26868 0.82548
1.46596 0.365581
0.566021 2.80999
0.750433 1.52751
1.3974 0.487998
1.00779 0.573376
